2022-05-09 14:51:13.775738 CLASS: MAIN, METHOD: main() LOG: asistente
2022-05-11 13:53:19.248778 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 13:54:19.312374 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 13:54:19.453112 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Prueba
2022-05-11 13:54:19.456283 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-11T14:00:00+02:00, A: 2022-05-11 14:00:00
2022-05-11 13:54:19.459338 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-11 13:43:00
2022-05-11 13:54:19.462147 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-11 13:54:19.465034 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-11 13:54:19.468517 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 13:54:19.471351 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 13:54:19.475197 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 13:54:19.479057 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 13:54:19.482316 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 13:54:19.485135 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 13:54:19.488171 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 13:55:19.547939 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 13:55:19.727155 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Prueba
2022-05-11 13:55:19.730305 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-11T14:00:00+02:00, A: 2022-05-11 14:00:00
2022-05-11 13:55:19.733226 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-11 13:43:00
2022-05-11 13:55:19.736196 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-11 13:55:19.739345 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-11 13:55:19.742684 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 13:55:19.745647 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 13:55:19.749131 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 13:55:19.752103 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 13:55:19.755712 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 13:55:19.759318 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 13:55:19.762588 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 13:56:19.824926 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 13:56:20.121006 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Prueba
2022-05-11 13:56:20.124134 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-11T14:00:00+02:00, A: 2022-05-11 14:00:00
2022-05-11 13:56:20.127183 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-11 13:43:00
2022-05-11 13:56:20.130093 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-11 13:56:20.133008 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-11 13:56:20.136488 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 13:56:20.139520 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 13:56:20.142844 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 13:56:20.146332 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 13:56:20.149560 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 13:56:20.152785 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 13:56:20.155611 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 13:57:20.214592 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 13:57:20.361345 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Prueba
2022-05-11 13:57:20.364614 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-11T14:00:00+02:00, A: 2022-05-11 14:00:00
2022-05-11 13:57:20.367626 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-11 13:43:00
2022-05-11 13:57:20.370471 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-11 13:57:20.373508 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-11 13:57:20.376813 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 13:57:20.379665 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 13:57:20.383192 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 13:57:20.386188 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 13:57:20.388913 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 13:57:20.391593 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 13:57:20.395053 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 13:58:20.457729 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 13:58:20.616283 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Prueba
2022-05-11 13:58:20.619466 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-11T14:00:00+02:00, A: 2022-05-11 14:00:00
2022-05-11 13:58:20.622407 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-11 13:43:00
2022-05-11 13:58:20.625281 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-11 13:58:20.628301 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-11 13:58:20.631711 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 13:58:20.634673 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 13:58:20.637928 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 13:58:20.640807 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 13:58:20.643579 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 13:58:20.646332 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 13:58:20.649309 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 13:59:20.714600 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 13:59:20.868083 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Prueba
2022-05-11 13:59:20.871302 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-11T14:00:00+02:00, A: 2022-05-11 14:00:00
2022-05-11 13:59:20.874336 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-11 13:43:00
2022-05-11 13:59:20.877359 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-11 13:59:20.880275 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-11 13:59:20.883738 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 13:59:20.886744 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 13:59:20.890060 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 13:59:20.893835 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 13:59:20.896667 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 13:59:20.899465 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 13:59:20.902750 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 14:00:20.964410 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 14:00:21.116546 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Prueba
2022-05-11 14:00:21.120235 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-11T14:00:00+02:00, A: 2022-05-11 14:00:00
2022-05-11 14:00:21.123236 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-11 13:43:00
2022-05-11 14:00:21.126133 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-11 14:00:21.129165 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-11 14:00:21.132505 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 14:00:21.135472 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 14:00:21.138631 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 14:00:21.141557 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 14:00:21.144362 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 14:00:21.147915 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 14:00:21.150954 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 14:01:21.215364 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 14:01:21.378500 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Prueba
2022-05-11 14:01:21.381541 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-11T14:00:00+02:00, A: 2022-05-11 14:00:00
2022-05-11 14:01:21.384481 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-11 13:43:00
2022-05-11 14:01:21.387546 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-11 14:01:21.390553 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-11 14:01:21.393904 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 14:01:21.396911 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 14:01:21.400133 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 14:01:21.402999 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 14:01:21.405869 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 14:01:21.408665 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 14:01:21.411439 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 14:02:21.474732 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 14:02:21.620044 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Prueba
2022-05-11 14:02:21.623213 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-11T14:00:00+02:00, A: 2022-05-11 14:00:00
2022-05-11 14:02:21.626162 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-11 13:43:00
2022-05-11 14:02:21.628993 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-11 14:02:21.631930 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-11 14:02:21.635300 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 14:02:21.638438 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 14:02:21.641854 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 14:02:21.644856 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 14:02:21.647599 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 14:02:21.650357 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 14:02:21.653118 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 14:03:21.717348 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 14:03:21.873857 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Prueba
2022-05-11 14:03:21.877027 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-11T14:00:00+02:00, A: 2022-05-11 14:00:00
2022-05-11 14:03:21.880406 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-11 13:43:00
2022-05-11 14:03:21.883479 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-11 14:03:21.886487 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-11 14:03:21.890020 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 14:03:21.892977 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 14:03:21.896322 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 14:03:21.899527 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 14:03:21.902356 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 14:03:21.905120 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 14:03:21.907880 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 14:04:21.970304 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 14:04:22.124500 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Prueba
2022-05-11 14:04:22.127606 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-11T14:00:00+02:00, A: 2022-05-11 14:00:00
2022-05-11 14:04:22.130550 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-11 13:43:00
2022-05-11 14:04:22.133389 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-11 14:04:22.136311 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-11 14:04:22.139593 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 14:04:22.142631 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 14:04:22.145920 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 14:04:22.149533 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 14:04:22.152557 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 14:04:22.155405 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 14:04:22.158223 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 14:05:22.215183 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 14:05:22.385403 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Prueba
2022-05-11 14:05:22.388544 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-11T14:00:00+02:00, A: 2022-05-11 14:00:00
2022-05-11 14:05:22.391431 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-11 13:43:00
2022-05-11 14:05:22.394245 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-11 14:05:22.397199 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-11 14:05:22.400485 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 14:05:22.403668 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 14:05:22.406934 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 14:05:22.409855 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 14:05:22.412872 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 14:05:22.416036 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 14:05:22.419204 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 14:06:22.483980 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 14:06:22.643870 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Prueba
2022-05-11 14:06:22.647099 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-11T14:00:00+02:00, A: 2022-05-11 14:00:00
2022-05-11 14:06:22.649983 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-11 13:43:00
